,customer_id,loyalty_tier_customer_facing,percentile_rank,Activity,Discount_Cluster,preferred_day,preferred_hour,preferred_category,Campaign
1113,87846,Classic,40.95860566448802,Active,Occasional Discounter,Friday,2.0,Men Clothes,Low Participation
1114,87921,Classic,13.115468409586056,Inactive,Bargain Hunter,Thursday,15.0,Men Clothes,Low Participation
1115,88802,Classic,34.248366013071895,Active,Full Price Shopper,Friday,9.0,Men Clothes,Low Participation
1116,88876,Classic,47.40740740740741,Inactive,Bargain Hunter,Friday,3.0,Baby & Toys,Low Participation
1117,88922,Classic,26.27450980392157,Inactive,Occasional Discounter,Sunday,15.0,Baby & Toys,Low Participation
1118,89354,Classic,11.285403050108933,Inactive,Occasional Discounter,Friday,5.0,Health & Beauty,Low Participation
1119,89503,Classic,27.276688453159043,Inactive,Occasional Discounter,Saturday,12.0,Women Clothes,Low Participation
1120,89935,Gold,87.05882352941177,Active,Occasional Discounter,Friday,8.0,Women Clothes,Low Participation
1121,89991,Platinum,92.54901960784314,Active,Full Price Shopper,Tuesday,9.0,Men Clothes,High Participation
1122,90125,Silver,73.81263616557735,Active,Full Price Shopper,Friday,9.0,Women Clothes,High Participation
1123,90367,Classic,10.675381263616558,Inactive,Bargain Hunter,Wednesday,18.0,Men Clothes,Low Participation
1124,90581,Classic,11.0239651416122,Inactive,Full Price Shopper,Sunday,18.0,Men Clothes,Low Participation
1125,90613,Classic,6.3616557734204795,Inactive,Deal Seeker,Saturday,20.0,Home & Living,Low Participation
1126,90626,Classic,80.69716775599129,Inactive,Occasional Discounter,Saturday,11.0,Cameras & Drones,Low Participation
1127,90836,Gold,82.78867102396515,Active,Full Price Shopper,Sunday,9.0,Women Clothes,Low Participation
1128,91109,Classic,28.322440087145967,Inactive,Occasional Discounter,Tuesday,7.0,Men Clothes,Low Participation
1129,91334,Classic,18.86710239651416,Inactive,Full Price Shopper,Thursday,21.0,Groceries & Pets,Low Participation
1130,91561,Classic,7.2331154684095855,Inactive,Bargain Hunter,Monday,9.0,Groceries & Pets,Low Participation
1131,92562,Classic,6.187363834422658,Inactive,Bargain Hunter,Friday,19.0,Mobile & Accessories,Low Participation
1132,92705,Classic,37.51633986928105,Inactive,Occasional Discounter,Friday,2.0,Automotive,Low Participation
1133,93693,Classic,14.335511982570806,Inactive,Bargain Hunter,Friday,7.0,Baby & Toys,Low Participation
1134,94004,Gold,80.30501089324619,Active,Full Price Shopper,Friday,8.0,Men Clothes,Low Participation
1135,94308,Classic,1.7429193899782136,Inactive,Full Price Shopper,Monday,7.0,Computer & Accessories,Low Participation
1136,94607,Classic,29.368191721132895,Inactive,Full Price Shopper,Saturday,9.0,Groceries & Pets,Low Participation
1137,96262,Classic,32.069716775599126,Inactive,Occasional Discounter,Thursday,8.0,Groceries & Pets,Low Participation
1138,96483,Classic,3.3115468409586053,Inactive,Occasional Discounter,Wednesday,12.0,Health & Beauty,Low Participation
1139,96871,Silver,74.77124183006536,Active,Occasional Discounter,Sunday,7.0,Women Clothes,Low Participation
1140,96932,Classic,16.16557734204793,Inactive,Full Price Shopper,Saturday,7.0,Health & Beauty,Low Participation
1141,97141,Classic,4.705882352941177,Active,Bargain Hunter,Wednesday,9.0,Health & Beauty,Low Participation
1142,97513,Classic,18.910675381263616,Inactive,Occasional Discounter,Friday,4.0,Baby & Toys,Low Participation
1143,98620,Classic,33.24618736383442,Inactive,Bargain Hunter,Monday,8.0,Health & Beauty,Low Participation
1144,99058,Classic,0.0,Inactive,,,,,Low Participation
1145,99199,Classic,31.067538126361654,Inactive,Full Price Shopper,Tuesday,18.0,Baby & Toys,Low Participation
1146,100186,Silver,70.32679738562092,Active,Bargain Hunter,Sunday,8.0,Baby & Toys,Low Participation
1147,100509,Classic,92.50544662309368,Inactive,Full Price Shopper,Friday,8.0,Women Clothes,Low Participation
1148,100715,Classic,56.2962962962963,Inactive,Full Price Shopper,Monday,7.0,Home Appliances,Low Participation
1149,100919,Classic,56.3834422657952,Inactive,Occasional Discounter,Saturday,7.0,Baby & Toys,Low Participation
1150,101631,Classic,18.99782135076253,Inactive,Occasional Discounter,Saturday,14.0,Men Clothes,Low Participation
1151,101759,Classic,27.40740740740741,Inactive,Full Price Shopper,Saturday,8.0,Men Clothes,Low Participation
1152,102401,Classic,79.95642701525054,Inactive,Full Price Shopper,Sunday,8.0,Health & Beauty,Low Participation
1153,102936,Classic,17.124183006535947,Inactive,Deal Seeker,Friday,15.0,Health & Beauty,Low Participation
1154,103648,Classic,49.76034858387799,Inactive,Occasional Discounter,Friday,8.0,Computer & Accessories,Low Participation
1155,104293,Classic,60.08714596949891,Active,Occasional Discounter,Friday,23.0,Women Clothes,Low Participation
1156,104397,Classic,8.932461873638346,Inactive,Bargain Hunter,Sunday,21.0,Mobile & Accessories,Low Participation
1157,104957,Classic,15.381263616557733,Inactive,Bargain Hunter,Friday,12.0,Baby & Toys,Low Participation
1158,105045,Silver,69.58605664488017,Inactive,Full Price Shopper,Saturday,8.0,Women Clothes,Low Participation
1159,105272,Classic,43.35511982570806,Inactive,Full Price Shopper,Sunday,7.0,Women Clothes,Low Participation
1160,105461,Classic,26.492374727668842,Inactive,Full Price Shopper,Sunday,8.0,Automotive,Low Participation
1161,106713,Classic,21.568627450980394,Inactive,Full Price Shopper,Sunday,5.0,Baby & Toys,Low Participation
1162,106863,Silver,56.16557734204793,Active,Occasional Discounter,Sunday,9.0,Baby & Toys,Low Participation
1163,106980,Classic,30.718954248366014,Inactive,Deal Seeker,Friday,22.0,Women Clothes,Low Participation
1164,107178,Silver,88.75816993464052,Active,Occasional Discounter,Saturday,9.0,Men Clothes,Low Participation
1165,107275,Silver,54.33551198257081,Inactive,Full Price Shopper,Saturday,14.0,Home & Living,Low Participation
1166,107578,Classic,81.17647058823529,Inactive,Bargain Hunter,Tuesday,0.0,Home & Living,Low Participation
1167,108052,Classic,52.76688453159042,Inactive,Occasional Discounter,Thursday,15.0,Health & Beauty,Low Participation
1168,108207,Classic,29.934640522875817,Inactive,Full Price Shopper,Saturday,7.0,Health & Beauty,Low Participation
1169,108598,Silver,70.93681917211329,Active,Full Price Shopper,Saturday,9.0,Women Clothes,Low Participation
1170,109389,Classic,50.06535947712418,Inactive,Occasional Discounter,Friday,15.0,Women Shoes,Low Participation
1171,109447,Platinum,94.7276688453159,Active,Full Price Shopper,Sunday,9.0,Men Clothes,High Participation
1172,109575,Classic,19.084967320261438,Inactive,Bargain Hunter,Friday,20.0,Groceries & Pets,Low Participation
1173,109617,Classic,15.555555555555555,Inactive,Deal Seeker,Friday,3.0,Mobile & Accessories,Low Participation
1174,109717,Classic,25.577342047930284,Inactive,Occasional Discounter,Friday,8.0,Men Clothes,Low Participation
1175,109748,Silver,73.55119825708061,Active,Full Price Shopper,Thursday,14.0,Groceries & Pets,Low Participation
1176,109839,Gold,79.2156862745098,Active,Occasional Discounter,Sunday,7.0,Health & Beauty,Low Participation
1177,109860,Silver,64.61873638344227,Active,Full Price Shopper,Thursday,7.0,Health & Beauty,High Participation
1178,109970,Classic,20.174291938997822,Inactive,Full Price Shopper,Thursday,7.0,Home Appliances,Low Participation
1179,110256,Classic,65.53376906318083,Inactive,Deal Seeker,Friday,18.0,Health & Beauty,Low Participation
1180,110477,Classic,48.23529411764706,Inactive,Full Price Shopper,Saturday,9.0,Health & Beauty,Low Participation
1181,110571,Classic,18.344226579520697,Inactive,Deal Seeker,Friday,9.0,Mobile & Accessories,Low Participation
1182,110749,Classic,12.113289760348584,Inactive,Bargain Hunter,Thursday,7.0,Automotive,Low Participation
1183,110816,Silver,75.94771241830065,Inactive,Occasional Discounter,Friday,15.0,Mobile & Accessories,Low Participation
1184,110874,Silver,79.43355119825708,Inactive,Occasional Discounter,Friday,8.0,Health & Beauty,Low Participation
1185,110895,Classic,7.668845315904139,Inactive,Full Price Shopper,Friday,15.0,Home & Living,Low Participation
1186,111570,Classic,35.68627450980392,Inactive,Bargain Hunter,Saturday,3.0,Computer & Accessories,Low Participation
1187,112739,Classic,23.311546840958606,Active,Occasional Discounter,Sunday,8.0,Health & Beauty,Low Participation
1188,112812,Silver,70.80610021786492,Active,Full Price Shopper,Friday,7.0,Women Clothes,Low Participation
1189,113956,Classic,40.04357298474945,Inactive,Full Price Shopper,Saturday,7.0,Automotive,Low Participation
1190,114159,Classic,5.1416122004357305,Inactive,Bargain Hunter,Wednesday,19.0,Home & Living,Low Participation
1191,114362,Classic,45.925925925925924,Active,Full Price Shopper,Sunday,7.0,Women Clothes,Low Participation
1192,114807,Silver,65.14161220043573,Active,Occasional Discounter,Saturday,19.0,Health & Beauty,Low Participation
1193,114861,Classic,35.64270152505446,Inactive,Full Price Shopper,Saturday,7.0,Cameras & Drones,Low Participation
1194,115891,Gold,87.66884531590414,Active,Full Price Shopper,Sunday,8.0,Health & Beauty,Low Participation
1195,116230,Classic,55.64270152505446,Active,Occasional Discounter,Friday,8.0,Health & Beauty,Low Participation
1196,116340,Platinum,90.58823529411765,Active,Occasional Discounter,Sunday,8.0,Women Clothes,Low Participation
1197,116564,Classic,35.38126361655773,Inactive,Occasional Discounter,Sunday,7.0,Health & Beauty,Low Participation
1198,117531,Silver,97.0806100217865,Inactive,Bargain Hunter,Saturday,9.0,Home & Living,Low Participation
1199,118003,Classic,72.5925925925926,Active,Occasional Discounter,Thursday,15.0,Mobile & Accessories,Low Participation
1200,119767,Classic,27.973856209150327,Inactive,Full Price Shopper,Sunday,11.0,Health & Beauty,Low Participation
1201,119867,Classic,28.14814814814815,Inactive,Deal Seeker,Sunday,7.0,Mobile & Accessories,Low Participation
1202,119922,Classic,29.847494553376908,Active,Bargain Hunter,Friday,8.0,Women Clothes,Low Participation
1203,120166,Classic,49.411764705882355,Inactive,Deal Seeker,Saturday,19.0,Health & Beauty,Low Participation
1204,127615,Classic,15.163398692810457,Inactive,Bargain Hunter,Friday,9.0,Home & Living,Low Participation
1205,127850,Classic,68.1917211328976,Inactive,Occasional Discounter,Wednesday,9.0,Fashion Accessories,Low Participation
1206,127884,Classic,0.0,Inactive,,,,,Low Participation
1207,5901,Classic,69.15032679738562,Active,Full Price Shopper,Friday,8.0,Home Appliances,Low Participation
1208,6332,Platinum,98.86710239651416,Active,Full Price Shopper,Sunday,9.0,Health & Beauty,High Participation
1209,7329,Classic,3.986928104575163,Inactive,Bargain Hunter,Friday,14.0,Men Clothes,Low Participation
1210,8427,Classic,40.65359477124183,Inactive,Full Price Shopper,Tuesday,9.0,Health & Beauty,Low Participation
1211,11611,Classic,46.88453159041394,Active,Full Price Shopper,Sunday,18.0,Men Clothes,Low Participation
1212,13317,Gold,84.74945533769062,Active,Full Price Shopper,Saturday,7.0,Men Clothes,Low Participation
1213,16826,Classic,69.45533769063181,Active,Deal Seeker,Thursday,9.0,Women Clothes,Low Participation
1214,17510,Platinum,98.56209150326798,Active,Full Price Shopper,Saturday,7.0,Men Clothes,High Participation
1215,17603,Silver,84.05228758169935,Inactive,Full Price Shopper,Friday,8.0,Health & Beauty,Low Participation
1216,18534,Classic,35.991285403050114,Inactive,Occasional Discounter,Monday,7.0,Home Appliances,Low Participation
1217,19215,Silver,70.02178649237473,Active,Full Price Shopper,Sunday,12.0,Health & Beauty,Low Participation
1218,19264,Silver,60.26143790849673,Active,Full Price Shopper,Friday,8.0,Men Clothes,Low Participation
1219,20095,Silver,58.51851851851851,Active,Full Price Shopper,Saturday,9.0,Sports & Outdoor,Low Participation
1220,20176,Silver,57.429193899782135,Active,Full Price Shopper,Sunday,8.0,Health & Beauty,Low Participation
1221,20186,Classic,24.793028322440087,Inactive,Full Price Shopper,Monday,9.0,Health & Beauty,Low Participation
1222,20215,Gold,83.31154684095861,Active,Full Price Shopper,Saturday,7.0,Mobile & Accessories,Low Participation
1223,21383,Classic,78.82352941176471,Inactive,Deal Seeker,Friday,22.0,Women Clothes,Low Participation
1224,21439,Classic,40.91503267973856,Active,Occasional Discounter,Friday,7.0,Baby & Toys,Low Participation
1225,21999,Classic,43.26797385620915,Inactive,Full Price Shopper,Saturday,15.0,Baby & Toys,Low Participation
1226,23564,Platinum,93.89978213507625,Active,Full Price Shopper,Sunday,7.0,Mobile & Accessories,High Participation
1227,25290,Classic,20.26143790849673,Active,Bargain Hunter,Friday,7.0,Baby & Toys,Low Participation
1228,25391,Classic,5.751633986928105,Inactive,Deal Seeker,Saturday,7.0,Mobile & Accessories,Low Participation
1229,25891,Silver,68.58387799564271,Active,Full Price Shopper,Friday,8.0,Health & Beauty,Low Participation
1230,26025,Platinum,90.67538126361656,Active,Full Price Shopper,Sunday,7.0,Health & Beauty,High Participation
1231,26112,Classic,16.862745098039216,Active,Bargain Hunter,Friday,7.0,Automotive,Low Participation
1232,27132,Classic,63.05010893246188,Inactive,Full Price Shopper,Saturday,7.0,Men Clothes,Low Participation
1233,28291,Classic,59.782135076252715,Inactive,Full Price Shopper,Saturday,8.0,Men Clothes,Low Participation
1234,29407,Classic,40.21786492374728,Inactive,Full Price Shopper,Monday,7.0,Women Clothes,Low Participation
1235,29644,Silver,66.18736383442267,Active,Occasional Discounter,Friday,7.0,Men Clothes,Low Participation
1236,29717,Classic,25.620915032679736,Inactive,Full Price Shopper,Monday,7.0,Men Clothes,Low Participation
1237,32325,Gold,85.44662309368192,Active,Occasional Discounter,Sunday,7.0,Home & Living,Low Participation
1238,33530,Classic,14.684095860566448,Inactive,Occasional Discounter,Monday,11.0,Men Clothes,Low Participation
1239,33637,Classic,47.53812636165578,Active,Full Price Shopper,Friday,3.0,Groceries & Pets,Low Participation
1240,33757,Silver,56.33986928104575,Active,Bargain Hunter,Saturday,15.0,Baby & Toys,Low Participation
1241,35015,Classic,33.769063180827885,Inactive,Bargain Hunter,Saturday,15.0,Health & Beauty,Low Participation
1242,35104,Silver,65.31590413943356,Active,Occasional Discounter,Saturday,8.0,Men Clothes,Low Participation
1243,39632,Classic,45.57734204793029,Active,Full Price Shopper,Friday,23.0,Health & Beauty,Low Participation
1244,40283,Silver,58.77995642701524,Active,Full Price Shopper,Friday,22.0,Baby & Toys,Low Participation
1245,41944,Classic,45.09803921568628,Active,Occasional Discounter,Sunday,18.0,Groceries & Pets,Low Participation
1246,42864,Platinum,99.34640522875817,Active,Full Price Shopper,Sunday,7.0,Men Clothes,High Participation
1247,43872,Classic,38.649237472766885,Active,Full Price Shopper,Thursday,19.0,Women Clothes,Low Participation
1248,43965,Silver,57.08061002178649,Active,Occasional Discounter,Friday,7.0,Mobile & Accessories,Low Participation
1249,44060,Silver,64.79302832244008,Active,Occasional Discounter,Sunday,9.0,Women Clothes,Low Participation
1250,44403,Platinum,98.25708061002179,Active,Occasional Discounter,Sunday,9.0,Men Clothes,High Participation
1251,44461,Classic,6.710239651416122,Inactive,Full Price Shopper,Tuesday,7.0,Groceries & Pets,Low Participation
1252,45498,Classic,22.788671023965144,Inactive,Occasional Discounter,Sunday,8.0,Health & Beauty,Low Participation
1253,45908,Classic,36.90631808278867,Inactive,Full Price Shopper,Sunday,7.0,Cameras & Drones,Low Participation
1254,46183,Silver,55.81699346405229,Active,Full Price Shopper,Sunday,7.0,Mobile & Accessories,Low Participation
1255,47451,Classic,11.982570806100219,Inactive,Occasional Discounter,Friday,8.0,"Games, Books & Hobbies",Low Participation
1256,47589,Gold,89.41176470588236,Active,Full Price Shopper,Sunday,7.0,Mobile & Accessories,Low Participation
1257,48101,Classic,40.871459694989106,Active,Full Price Shopper,Sunday,23.0,Home & Living,Low Participation
1258,48838,Classic,32.89760348583878,Inactive,Deal Seeker,Sunday,9.0,Health & Beauty,Low Participation
1259,48973,Classic,17.690631808278866,Inactive,Full Price Shopper,Friday,9.0,Automotive,Low Participation
1260,48992,Platinum,92.11328976034858,Active,Full Price Shopper,Sunday,7.0,Health & Beauty,Low Participation
1261,49294,Silver,69.10675381263617,Active,Full Price Shopper,Friday,8.0,Baby & Toys,Low Participation
1262,50995,Silver,67.7124183006536,Active,Full Price Shopper,Sunday,9.0,Men Clothes,Low Participation
1263,51237,Classic,35.86056644880175,Active,Occasional Discounter,Friday,7.0,Automotive,Low Participation
1264,52555,Silver,82.57080610021787,Inactive,Occasional Discounter,Friday,19.0,Health & Beauty,Low Participation
1265,54194,Classic,17.429193899782135,Inactive,Occasional Discounter,Thursday,7.0,Men Clothes,Low Participation
1266,54250,Classic,0.0,Inactive,,,,,Low Participation
1267,54686,Classic,84.7930283224401,Active,Full Price Shopper,Sunday,20.0,Women Clothes,Low Participation
1268,56675,Silver,74.20479302832244,Inactive,Full Price Shopper,Tuesday,7.0,Men Clothes,Low Participation
1269,57853,Platinum,98.51851851851852,Active,Full Price Shopper,Friday,7.0,Health & Beauty,High Participation
1270,58086,Silver,62.65795206971677,Active,Occasional Discounter,Thursday,9.0,Groceries & Pets,Low Participation
1271,58090,Gold,94.37908496732025,Active,Full Price Shopper,Sunday,11.0,Health & Beauty,Low Participation
1272,58431,Silver,75.5119825708061,Active,Occasional Discounter,Sunday,8.0,Baby & Toys,Low Participation
1273,58682,Classic,0.0,Inactive,,,,,Low Participation
1274,59219,Classic,27.93028322440087,Inactive,Bargain Hunter,Friday,12.0,Baby & Toys,Low Participation
1275,59316,Classic,0.0,Inactive,,,,,Low Participation
1276,59394,Classic,24.40087145969499,Inactive,Occasional Discounter,Saturday,20.0,Women Clothes,Low Participation
1277,59562,Gold,75.16339869281046,Active,Occasional Discounter,Friday,18.0,Women Clothes,Low Participation
1278,59868,Silver,79.04139433551198,Inactive,Full Price Shopper,Friday,18.0,Health & Beauty,Low Participation
1279,59962,Silver,59.52069716775598,Active,Occasional Discounter,Friday,15.0,Women Clothes,Low Participation
1280,60229,Classic,10.631808278867103,Inactive,Full Price Shopper,Monday,7.0,Health & Beauty,Low Participation
1281,60425,Classic,50.152505446623096,Inactive,Full Price Shopper,Thursday,12.0,Baby & Toys,Low Participation
1282,60508,Gold,88.93246187363835,Active,Occasional Discounter,Friday,7.0,Men Clothes,Low Participation
1283,61015,Silver,89.45533769063181,Active,Full Price Shopper,Sunday,9.0,Mobile & Accessories,Low Participation
1284,61730,Silver,57.647058823529406,Active,Occasional Discounter,Tuesday,8.0,Men Clothes,Low Participation
1285,62272,Gold,77.08061002178648,Active,Full Price Shopper,Sunday,18.0,Health & Beauty,Low Participation
1286,62427,Platinum,95.64270152505446,Active,Full Price Shopper,Friday,7.0,Women Clothes,High Participation
1287,62840,Classic,22.570806100217865,Inactive,Deal Seeker,Friday,12.0,Women Clothes,Low Participation
1288,62910,Classic,0.0,Inactive,,,,,Low Participation
1289,63212,Silver,52.156862745098046,Inactive,Full Price Shopper,Monday,8.0,Women Clothes,Low Participation
1290,63880,Classic,0.0,Inactive,,,,,Low Participation
1291,63925,Classic,62.570806100217865,Inactive,Full Price Shopper,Sunday,5.0,Men Clothes,Low Participation
1292,64135,Classic,35.77342047930283,Inactive,Bargain Hunter,Friday,14.0,Health & Beauty,Low Participation
1293,64297,Classic,20.95860566448802,Inactive,Full Price Shopper,Thursday,1.0,Mobile & Accessories,Low Participation
1294,64338,Platinum,97.03703703703704,Active,Full Price Shopper,Friday,7.0,Men Clothes,High Participation
1295,65547,Silver,50.50108932461873,Active,Occasional Discounter,Saturday,7.0,Men Clothes,Low Participation
1296,66507,Classic,42.135076252723316,Inactive,Full Price Shopper,Monday,7.0,"Games, Books & Hobbies",Low Participation
1297,67570,Classic,42.96296296296296,Inactive,Occasional Discounter,Saturday,8.0,Home & Living,Low Participation
1298,67817,Classic,14.422657952069716,Inactive,Full Price Shopper,Friday,23.0,Home & Living,Low Participation
1299,67990,Classic,61.6557734204793,Inactive,Full Price Shopper,Thursday,7.0,Mobile & Accessories,Low Participation
1300,68176,Silver,70.76252723311546,Active,Occasional Discounter,Wednesday,9.0,Health & Beauty,Low Participation
1301,69153,Gold,87.75599128540304,Active,Full Price Shopper,Monday,8.0,Health & Beauty,Low Participation
1302,69172,Classic,4.880174291938998,Inactive,Full Price Shopper,Saturday,19.0,"Games, Books & Hobbies",Low Participation
1303,69797,Classic,28.75816993464052,Active,Occasional Discounter,Friday,13.0,Baby & Toys,Low Participation
1304,69852,Classic,44.052287581699346,Inactive,Occasional Discounter,Sunday,11.0,Men Clothes,Low Participation
1305,70125,Silver,51.28540305010893,Active,Occasional Discounter,Saturday,22.0,Mobile & Accessories,Low Participation
1306,70547,Silver,67.93028322440087,Active,Full Price Shopper,Saturday,9.0,Health & Beauty,Low Participation
1307,71749,Silver,91.93899782135077,Inactive,Occasional Discounter,Friday,23.0,Mobile & Accessories,Low Participation
1308,72031,Classic,34.81481481481482,Inactive,Full Price Shopper,Friday,8.0,Men's Bags & Wallets,Low Participation
1309,72181,Gold,78.77995642701525,Active,Full Price Shopper,Saturday,8.0,Women Clothes,Low Participation
1310,73060,Classic,40.3921568627451,Inactive,Full Price Shopper,Sunday,7.0,Mobile & Accessories,Low Participation
1311,73126,Classic,15.294117647058824,Inactive,Occasional Discounter,Monday,8.0,Men Clothes,Low Participation
1312,73321,Silver,73.33333333333333,Active,Full Price Shopper,Friday,7.0,Men Clothes,Low Participation
1313,73935,Silver,56.03485838779957,Inactive,Occasional Discounter,Friday,7.0,Women's Bags,Low Participation
1314,74480,Classic,33.68191721132898,Inactive,Occasional Discounter,Friday,9.0,Computer & Accessories,Low Participation
1315,75092,Classic,46.10021786492375,Inactive,Deal Seeker,Friday,20.0,Baby & Toys,Low Participation
1316,75142,Classic,54.68409586056645,Inactive,Occasional Discounter,Saturday,9.0,Baby & Toys,Low Participation
1317,76425,Platinum,92.41830065359477,Active,Full Price Shopper,Saturday,8.0,Health & Beauty,High Participation
1318,76562,Classic,0.0,Inactive,,,,,Low Participation
1319,77870,Platinum,97.12418300653594,Active,Full Price Shopper,Saturday,7.0,Women Clothes,High Participation
1320,78419,Classic,4.095860566448802,Inactive,Bargain Hunter,Monday,13.0,Groceries & Pets,Low Participation
1321,78872,Silver,65.40305010893246,Active,Occasional Discounter,Saturday,15.0,Men Clothes,Low Participation
1322,78873,Classic,0.0,Inactive,,,,,Low Participation
1323,79451,Classic,37.73420479302832,Inactive,Deal Seeker,Monday,7.0,Groceries & Pets,Low Participation
1324,79711,Silver,81.56862745098039,Active,Occasional Discounter,Sunday,8.0,Groceries & Pets,Low Participation
1325,79788,Classic,27.320261437908496,Inactive,Full Price Shopper,Sunday,8.0,Automotive,Low Participation
1326,80017,Classic,0.0,Inactive,,,,,Low Participation
1327,80021,Classic,39.78213507625272,Inactive,Full Price Shopper,Sunday,8.0,Health & Beauty,Low Participation
1328,80123,Silver,71.93899782135075,Active,Full Price Shopper,Saturday,7.0,Men Clothes,Low Participation
1329,80236,Classic,23.398692810457515,Active,Deal Seeker,Monday,15.0,Women Clothes,Low Participation
1330,80368,Platinum,99.91285403050108,Active,Occasional Discounter,Saturday,7.0,Health & Beauty,High Participation
1331,80421,Classic,40.56644880174292,Active,Deal Seeker,Saturday,8.0,Health & Beauty,Low Participation
1332,80475,Classic,32.50544662309368,Inactive,Full Price Shopper,Saturday,23.0,Groceries & Pets,Low Participation
1333,80749,Classic,44.66230936819172,Inactive,Full Price Shopper,Friday,15.0,Men Clothes,Low Participation
1334,81070,Classic,52.85403050108932,Inactive,Full Price Shopper,Sunday,9.0,Health & Beauty,Low Participation
1335,81389,Silver,72.89760348583879,Active,Occasional Discounter,Sunday,8.0,Men Clothes,Low Participation
1336,81713,Classic,21.69934640522876,Inactive,Occasional Discounter,Saturday,8.0,Health & Beauty,Low Participation
1337,82065,Classic,12.549019607843137,Inactive,Bargain Hunter,Friday,9.0,Men Clothes,Low Participation
1338,82131,Classic,17.167755991285404,Inactive,Full Price Shopper,Saturday,8.0,Groceries & Pets,Low Participation
1339,82320,Silver,72.94117647058823,Active,Full Price Shopper,Tuesday,7.0,Men Clothes,Low Participation
1340,83280,Classic,58.08278867102396,Active,Deal Seeker,Tuesday,8.0,Men Clothes,Low Participation
1341,83305,Silver,65.44662309368192,Inactive,Occasional Discounter,Monday,7.0,Health & Beauty,Low Participation
1342,83330,Silver,56.42701525054466,Active,Full Price Shopper,Saturday,8.0,Sports & Outdoor,Low Participation
1343,84092,Classic,9.019607843137255,Inactive,Bargain Hunter,Thursday,7.0,Home & Living,Low Participation
1344,84343,Classic,70.10893246187364,Active,Bargain Hunter,Saturday,7.0,Home Appliances,Low Participation
1345,84703,Classic,15.206971677559913,Active,Full Price Shopper,Wednesday,8.0,Women Clothes,Low Participation
1346,87514,Classic,28.888888888888886,Inactive,Bargain Hunter,Sunday,20.0,Automotive,Low Participation
1347,87624,Classic,25.010893246187365,Inactive,Occasional Discounter,Friday,15.0,Health & Beauty,Low Participation
1348,87679,Silver,71.11111111111111,Active,Full Price Shopper,Friday,7.0,Mobile & Accessories,Low Participation
1349,87698,Classic,39.433551198257085,Inactive,Full Price Shopper,Friday,11.0,Women Clothes,Low Participation
1350,87724,Classic,16.99346405228758,Inactive,Bargain Hunter,Tuesday,7.0,Home & Living,Low Participation
1351,87857,Classic,24.444444444444443,Inactive,Full Price Shopper,Friday,19.0,Automotive,Low Participation
1352,87913,Classic,19.43355119825708,Inactive,Bargain Hunter,Friday,8.0,Watches,Low Participation
1353,88129,Classic,45.969498910675384,Inactive,Occasional Discounter,Sunday,9.0,Health & Beauty,Low Participation
1354,88193,Classic,23.26797385620915,Active,Occasional Discounter,Sunday,8.0,Baby & Toys,Low Participation
1355,89003,Classic,50.893246187363836,Inactive,Occasional Discounter,Friday,12.0,Baby & Toys,Low Participation
1356,90198,Classic,34.64052287581699,Inactive,Full Price Shopper,Thursday,7.0,Groceries & Pets,Low Participation
1357,90205,Classic,47.45098039215686,Active,Occasional Discounter,Friday,18.0,Automotive,Low Participation
1358,90358,Classic,8.061002178649238,Active,Full Price Shopper,Monday,9.0,Health & Beauty,Low Participation
1359,90467,Classic,62.17864923747277,Inactive,Occasional Discounter,Saturday,7.0,Men Clothes,Low Participation
1360,90631,Classic,74.37908496732027,Inactive,Full Price Shopper,Sunday,21.0,"Games, Books & Hobbies",Low Participation
1361,90633,Classic,8.148148148148149,Inactive,Deal Seeker,Sunday,2.0,Women Clothes,Low Participation
1362,90731,Classic,19.25925925925926,Active,Full Price Shopper,Sunday,9.0,Men Clothes,Low Participation
1363,90983,Classic,8.49673202614379,Inactive,Occasional Discounter,Sunday,7.0,"Games, Books & Hobbies",Low Participation
1364,91160,Classic,42.309368191721134,Inactive,Occasional Discounter,Sunday,7.0,Men Clothes,Low Participation
1365,91540,Silver,67.3202614379085,Active,Full Price Shopper,Saturday,7.0,Home & Living,Low Participation
1366,92528,Classic,41.655773420479306,Active,Full Price Shopper,Sunday,8.0,Women Clothes,Low Participation
1367,93379,Classic,18.169934640522875,Inactive,Occasional Discounter,Sunday,7.0,Groceries & Pets,Low Participation
1368,93979,Classic,49.19389978213508,Active,Occasional Discounter,Saturday,12.0,Home & Living,Low Participation
1369,94189,Classic,75.55555555555556,Inactive,Occasional Discounter,Saturday,7.0,Home & Living,Low Participation
1370,94462,Classic,41.48148148148148,Inactive,Full Price Shopper,Saturday,9.0,Women Clothes,Low Participation
1371,95259,Classic,14.640522875816995,Inactive,Bargain Hunter,Sunday,8.0,Health & Beauty,Low Participation
1372,97258,Silver,68.23529411764706,Active,Full Price Shopper,Sunday,18.0,Men Clothes,Low Participation
1373,98602,Classic,12.374727668845315,Inactive,Full Price Shopper,Friday,20.0,"Games, Books & Hobbies",Low Participation
1374,98706,Classic,19.52069716775599,Inactive,Occasional Discounter,Friday,7.0,Groceries & Pets,Low Participation
1375,98767,Classic,0.0,Inactive,,,,,Low Participation
1376,99197,Classic,14.727668845315906,Inactive,Occasional Discounter,Sunday,6.0,Health & Beauty,Low Participation
1377,99613,Classic,64.74945533769063,Inactive,Full Price Shopper,Tuesday,23.0,Baby & Toys,Low Participation
