,customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,Segment_Code,RFM_Kmeans_Clusters,Kmeans_Cluster_Name
1199,84056,23,50.35212127053689,1097.9234185935113,3,4,4,11,loyal_customer,3,6,Promissing
1200,84069,185,9.321063340203487,215.62703089434987,2,3,2,7,need_attention,4,4,Need Attention
1201,84092,82,4.692983353713565,13.670883829969359,2,2,1,5,hibernating,2,1,At-Risk Customers
1202,84128,188,4.666339834820475,62.00919730688836,2,2,2,6,need_attention,4,4,Need Attention
1203,84152,6,16.311601819337007,409.696124767106,4,3,3,10,loyal_customer,3,6,Promissing
1204,84202,37,14.341636901575873,1954.402400494964,3,3,4,10,loyal_customer,3,6,Promissing
1205,84247,98,14.878980134568424,502.03738711873484,2,3,3,8,promising,5,1,At-Risk Customers
1206,84250,4,46.85805778114423,4087.8513377452246,4,4,4,12,champion,1,6,Promissing
1207,84295,85,12.348995097560977,476.68349185992406,2,3,3,8,promising,5,1,At-Risk Customers
1208,84303,304,0.9200969231724804,1.4039932123223096,1,1,1,3,almost_lost,0,0,Hibernating
1209,84309,1,570.83423313625,19733.71841616317,4,4,4,12,champion,1,5,Promissing
1210,84323,121,18.630715587236963,414.2642273574552,2,3,3,8,promising,5,1,At-Risk Customers
1211,84326,227,8.261131269466444,678.5534287015003,1,2,3,6,need_attention,4,4,Need Attention
1212,84343,19,5.651559672382826,707.8658073924574,3,2,3,8,promising,5,6,Promissing
1213,84393,152,5.591343313325571,3620.115571173959,2,2,4,8,promising,5,4,Need Attention
1214,84442,101,8.476824220000251,102.92435627710275,2,2,2,6,need_attention,4,1,At-Risk Customers
1215,84468,67,6.694531607623274,81.01741579751909,3,2,2,7,need_attention,4,1,At-Risk Customers
1216,84499,0,16.240879986733557,1166.144013150677,4,3,4,11,loyal_customer,3,6,Promissing
1217,84584,22,6.779551411983418,47.85283840035031,3,2,1,6,need_attention,4,6,Promissing
1218,84605,50,12.240345634532845,415.1139496414098,3,3,3,9,promising,5,1,At-Risk Customers
1219,84684,193,2.76764705492663,418.899031682184,2,1,3,6,need_attention,4,4,Need Attention
1220,84688,0,123.10040372191631,7404.943137938194,4,4,4,12,champion,1,6,Promissing
1221,84703,55,4.681394356336977,26.709840288483736,3,2,1,6,need_attention,4,1,At-Risk Customers
1222,84722,205,2.7843599639630945,65.57289701217694,1,1,2,4,hibernating,2,4,Need Attention
1223,84777,0,58.1247946245501,1750.192076366461,4,4,4,12,champion,1,6,Promissing
1224,84823,26,15.226708728529692,453.7987562002713,3,3,3,9,promising,5,6,Promissing
1225,84831,0,61.45920252202164,1209.318090335585,4,4,4,12,champion,1,6,Promissing
1226,84834,0,253.0584664077478,10900.869340002775,4,4,4,12,champion,1,5,Promissing
1227,84836,196,11.17997834164412,1124.310551593995,1,3,4,8,promising,5,4,Need Attention
1228,84841,7,77.8667969587306,2751.4503666345327,4,4,4,12,champion,1,6,Promissing
1229,84846,2,33.360090218028986,4158.723871461574,4,4,4,12,champion,1,6,Promissing
1230,84960,76,14.302639538279744,390.6538429020269,2,3,3,8,promising,5,1,At-Risk Customers
1231,84977,45,11.146593901503834,761.2430147515518,3,3,3,9,promising,5,6,Promissing
1232,85078,26,15.247211665568953,996.9531304702996,3,3,4,10,loyal_customer,3,6,Promissing
1233,85095,93,9.48938392153881,69.77848497134357,2,3,2,7,need_attention,4,1,At-Risk Customers
1234,85138,29,23.294816182839007,858.8914930470315,3,4,3,10,loyal_customer,3,6,Promissing
1235,85142,21,9.591000451131949,96.68239212965207,3,3,2,8,promising,5,6,Promissing
1236,85165,1,13.489752148939269,678.3132803948934,4,3,3,10,loyal_customer,3,6,Promissing
1237,85182,198,3.7277368462835705,19.285191234690878,1,1,1,3,almost_lost,0,4,Need Attention
1238,85248,282,1.8327420905489444,1.8454694789634698,1,1,1,3,almost_lost,0,0,Hibernating
1239,85258,0,31.512453567570475,262.9487664484882,4,4,3,11,loyal_customer,3,6,Promissing
1240,85459,208,12.988271120643232,446.21741915043305,1,3,3,7,need_attention,4,4,Need Attention
1241,85601,69,16.87834161466716,332.97859595160264,2,3,3,8,promising,5,1,At-Risk Customers
1242,85699,194,4.62955144497915,243.6567416254625,2,2,3,7,need_attention,4,4,Need Attention
1243,85711,233,2.762551455671262,862.7960653582339,1,1,3,5,hibernating,2,4,Need Attention
1244,85752,6,3.8085735713529627,54.143397924731325,4,1,1,6,need_attention,4,6,Promissing
1245,85784,39,18.39455238169622,715.570727549586,3,3,3,9,promising,5,6,Promissing
1246,85853,269,0.9289609871179045,0.09835846499420384,1,1,1,3,almost_lost,0,0,Hibernating
1247,85878,113,5.661253914164185,30.580607880772764,2,2,1,5,hibernating,2,1,At-Risk Customers
1248,85981,88,4.7608570502572025,99.36442069346575,2,2,2,6,need_attention,4,1,At-Risk Customers
1249,85992,39,18.134540828654092,618.0560654151517,3,3,3,9,promising,5,6,Promissing
1250,86136,209,6.535885017134071,866.9445594539562,1,2,3,6,need_attention,4,4,Need Attention
1251,86172,11,19.650973848431438,1157.4461679315255,4,3,4,11,loyal_customer,3,6,Promissing
1252,86225,44,21.8519138390762,224.91430065542042,3,4,3,10,loyal_customer,3,6,Promissing
1253,86352,212,9.224016700018591,181.11731873250216,1,2,2,5,hibernating,2,4,Need Attention
1254,86446,110,4.653789477857309,573.9829102800581,2,2,3,7,need_attention,4,1,At-Risk Customers
1255,86521,2,119.51411583638601,5505.1271417621265,4,4,4,12,champion,1,6,Promissing
1256,86590,106,14.115699918773668,395.4326540854892,2,3,3,8,promising,5,1,At-Risk Customers
1257,86745,346,1.815909876320762,4.786721461121212,1,1,1,3,almost_lost,0,0,Hibernating
1258,86772,73,6.683735172881932,81.47498690562531,2,2,2,6,need_attention,4,1,At-Risk Customers
1259,86888,197,9.290345853312324,91.99281945253523,1,3,2,6,need_attention,4,4,Need Attention
1260,86963,0,36.862358221513986,457.4455403575868,4,4,3,11,loyal_customer,3,6,Promissing
1261,86968,301,1.8371773521535713,3.0373740143167547,1,1,1,3,almost_lost,0,0,Hibernating
1262,87012,6,79.00230702808386,2028.448250394736,4,4,4,12,champion,1,6,Promissing
1263,87084,52,13.519184987155251,74.42066327371471,3,3,2,8,promising,5,1,At-Risk Customers
1264,87104,31,18.09502661883971,562.5846334144959,3,3,3,9,promising,5,6,Promissing
1265,87142,192,14.84857330075752,313.01729785714144,2,3,3,8,promising,5,4,Need Attention
1266,87181,357,0.9068349470115635,22.027144497319355,1,1,1,3,almost_lost,0,0,Hibernating
1267,87185,67,18.808109695438873,242.48636718997602,3,3,3,9,promising,5,1,At-Risk Customers
1268,87240,197,4.612635197341005,92.08954409507976,1,1,2,4,hibernating,2,4,Need Attention
1269,87244,0,59.97259351699437,5624.933333208993,4,4,4,12,champion,1,6,Promissing
1270,87260,19,13.197395936597612,843.3698428734111,3,3,3,9,promising,5,6,Promissing
1271,87359,303,0.9203490045187741,2.2813975161683375,1,1,1,3,almost_lost,0,0,Hibernating
1272,87398,141,3.7507097637919937,360.3118102377864,2,1,3,6,need_attention,4,4,Need Attention
1273,87437,244,4.595227528872653,18.94623948821908,1,1,1,3,almost_lost,0,0,Hibernating
1274,87456,66,11.407324089485478,430.4647331394697,3,3,3,9,promising,5,1,At-Risk Customers
1275,87480,216,7.383382257789139,354.7018761392083,1,2,3,6,need_attention,4,4,Need Attention
1276,87504,185,23.380208853741525,352.92254628210634,2,4,3,9,promising,5,4,Need Attention
1277,87505,0,362.36146026937627,11005.055012819887,4,4,4,12,champion,1,5,Promissing
1278,87514,64,8.539572431885054,71.8039795791779,3,2,2,7,need_attention,4,1,At-Risk Customers
1279,87566,349,0.9088244373837764,7.613206785550354,1,1,1,3,almost_lost,0,0,Hibernating
1280,87579,205,3.739435326311127,83.86460394849557,1,1,2,4,hibernating,2,4,Need Attention
1281,87584,247,4.602165118418234,383.9425539248665,1,1,3,5,hibernating,2,0,Hibernating
1282,87624,72,10.587958155824676,57.55233467617835,2,3,2,7,need_attention,4,1,At-Risk Customers
1283,87671,1,31.143689476512293,2100.7809538151782,4,4,4,12,champion,1,6,Promissing
1284,87679,32,14.357690901129832,770.1786009614287,3,3,3,9,promising,5,6,Promissing
1285,87698,185,13.086955162768353,126.05782568470535,2,3,2,7,need_attention,4,4,Need Attention
1286,87718,67,7.666452178439147,1132.1582530712935,3,2,4,9,promising,5,1,At-Risk Customers
1287,87724,188,4.670728989343894,32.95788182192151,2,2,1,5,hibernating,2,4,Need Attention
1288,87790,29,30.38014413557551,833.6562294242358,3,4,3,10,loyal_customer,3,6,Promissing
1289,87838,198,1.8910439719266963,94.04965972818637,1,1,2,4,hibernating,2,4,Need Attention
1290,87843,65,5.679579830000673,84.12453107523262,3,2,2,7,need_attention,4,1,At-Risk Customers
1291,87846,3,7.589787047028501,139.09713250867256,4,2,2,8,promising,5,6,Promissing
1292,87857,74,3.8313606301913157,54.780924912712635,2,1,1,4,hibernating,2,1,At-Risk Customers
1293,87913,179,1.8965040502139452,39.54599909448246,2,1,1,4,hibernating,2,4,Need Attention
1294,87921,215,0.9428047767107492,23.194457289890067,1,1,1,3,almost_lost,0,4,Need Attention
1295,87924,185,3.734394974271235,17.310918795129606,2,1,1,4,hibernating,2,4,Need Attention
1296,87948,13,34.3934681064978,1915.9068735724863,4,4,4,12,champion,1,6,Promissing
1297,88071,184,3.7800898000260212,31.283899924108436,2,1,1,4,hibernating,2,4,Need Attention
1298,88129,188,10.235657825458025,180.39008433695068,2,3,2,7,need_attention,4,4,Need Attention
1299,88136,65,12.324446082738149,674.0410890497327,3,3,3,9,promising,5,1,At-Risk Customers
1300,88150,198,0.9472055598273819,1.3804651311954317,1,1,1,3,almost_lost,0,4,Need Attention
1301,88193,18,13.206858187348768,50.33600729885589,3,3,1,7,need_attention,4,6,Promissing
1302,88233,200,8.343790666781622,180.3704256625486,1,2,2,5,hibernating,2,4,Need Attention
1303,88251,209,2.815301446216089,4.114294057552604,1,1,1,3,almost_lost,0,4,Need Attention
1304,88258,224,10.111306849317817,190.86523480412492,1,3,2,6,need_attention,4,4,Need Attention
1305,88287,220,0.9415143241705213,0.5893297141806898,1,1,1,3,almost_lost,0,4,Need Attention
1306,88350,26,27.53217626098675,1201.8874635191573,3,4,4,11,loyal_customer,3,6,Promissing
1307,88412,87,8.692696358567082,171.90643076512995,2,2,2,6,need_attention,4,1,At-Risk Customers
1308,88485,233,2.7737473294815858,16.786013181212084,1,1,1,3,almost_lost,0,4,Need Attention
1309,88490,261,1.8440656279988934,32.8371152666476,1,1,1,3,almost_lost,0,0,Hibernating
1310,88693,335,0.9123165538791662,21.415934899760067,1,1,1,3,almost_lost,0,0,Hibernating
1311,88802,2,21.86678131971249,96.48072757198949,4,4,2,10,loyal_customer,3,6,Promissing
1312,88839,62,11.463474610191401,157.6954830926628,3,3,2,8,promising,5,1,At-Risk Customers
1313,88841,212,4.6676484632243636,5461.555858841202,1,2,4,7,need_attention,4,4,Need Attention
1314,88876,263,2.7732632803141932,186.64383529706794,1,1,2,4,hibernating,2,0,Hibernating
1315,88900,18,27.667959805045,1198.7741661746852,3,4,4,11,loyal_customer,3,6,Promissing
1316,88912,207,16.694358841110297,774.6876381318447,1,3,3,7,need_attention,4,4,Need Attention
1317,88916,251,0.9335528486427754,7.326133005872588,1,1,1,3,almost_lost,0,0,Hibernating
1318,88922,226,1.848543625002091,58.08117915507841,1,1,2,4,hibernating,2,4,Need Attention
1319,89003,186,4.6187107546046535,227.60471040535947,2,1,3,6,need_attention,4,4,Need Attention
1320,89282,227,3.7000910720103914,51.950536256578395,1,1,1,3,almost_lost,0,4,Need Attention
1321,89302,263,0.9304890925726028,4.781130309558463,1,1,1,3,almost_lost,0,0,Hibernating
1322,89316,189,17.588962416850823,122.74804150901187,2,3,2,7,need_attention,4,4,Need Attention
1323,89326,4,5.86965675058079,29.33174105426582,4,2,1,7,need_attention,4,6,Promissing
1324,89354,262,3.6886624429349886,17.953204415088404,1,1,1,3,almost_lost,0,0,Hibernating
1325,89371,317,2.7379662448178976,87.42647280761817,1,1,2,4,hibernating,2,0,Hibernating
1326,89393,201,3.720928550351796,31.794405500242817,1,1,1,3,almost_lost,0,4,Need Attention
1327,89503,199,3.741875294910224,64.2422092668277,1,1,2,4,hibernating,2,4,Need Attention
1328,89517,3,9.619439153381913,98.23866530676727,4,3,2,9,promising,5,6,Promissing
1329,89828,13,6.802977621142143,73.21536954401071,4,2,2,8,promising,5,6,Promissing
1330,89930,14,28.70604888431254,2124.8771082778508,4,4,4,12,champion,1,6,Promissing
1331,89935,32,35.94414413975582,2225.413946979624,3,4,4,11,loyal_customer,3,6,Promissing
1332,89954,189,11.126558534890213,359.808775855659,2,3,3,8,promising,5,4,Need Attention
1333,89991,0,105.45061534375246,3918.55601182422,4,4,4,12,champion,1,6,Promissing
1334,90074,76,8.541023710568432,350.35586797632686,2,2,3,7,need_attention,4,1,At-Risk Customers
1335,90099,291,0.9233793730333324,1.8690842384159905,1,1,1,3,almost_lost,0,0,Hibernating
1336,90125,11,65.75177010920558,865.6361900312932,4,4,3,11,loyal_customer,3,6,Promissing
1337,90159,213,3.6850579222304907,114.36475760895175,1,1,2,4,hibernating,2,4,Need Attention
1338,90198,110,7.648066046905597,99.82543230886489,2,2,2,6,need_attention,4,1,At-Risk Customers
1339,90205,53,5.583273778313307,187.82114425236995,3,2,2,7,need_attention,4,1,At-Risk Customers
1340,90262,64,20.770372593625243,2816.0200494670225,3,3,4,10,loyal_customer,3,1,At-Risk Customers
1341,90358,24,4.755493270946058,10.940124379722866,3,2,1,6,need_attention,4,6,Promissing
1342,90367,356,0.9070833949397672,16.38082140289772,1,1,1,3,almost_lost,0,0,Hibernating
1343,90393,15,28.002344829344374,1296.2975358271362,4,4,4,12,champion,1,6,Promissing
1344,90467,66,7.641912003964627,443.31532585581544,3,2,3,8,promising,5,1,At-Risk Customers
1345,90542,209,4.638442217019172,161.76938409772012,1,2,2,5,hibernating,2,4,Need Attention
1346,90581,91,7.55303082243405,17.143089541915977,2,2,1,5,hibernating,2,1,At-Risk Customers
1347,90592,280,3.667880657903015,69.78834777952272,1,1,2,4,hibernating,2,0,Hibernating
1348,90613,234,0.9379104460121106,8.14893635477858,1,1,1,3,almost_lost,0,4,Need Attention
1349,90626,77,5.65774312732976,1396.4002875079977,2,2,4,8,promising,5,1,At-Risk Customers
1350,90631,89,5.628251931197353,875.3361733185253,2,2,3,7,need_attention,4,1,At-Risk Customers
1351,90633,359,0.9063382552843612,10.697070819847308,1,1,1,3,almost_lost,0,0,Hibernating
1352,90673,214,9.288358711460114,179.72600521479882,1,2,2,5,hibernating,2,4,Need Attention
1353,90708,271,0.9284521765138188,0.6505450946867172,1,1,1,3,almost_lost,0,0,Hibernating
1354,90710,12,28.90706424307555,1071.9058940728298,4,4,4,12,champion,1,6,Promissing
1355,90731,50,15.054626701233591,38.51909937060988,3,3,1,7,need_attention,4,1,At-Risk Customers
1356,90786,113,6.607307663744089,283.49792185432784,2,2,3,7,need_attention,4,1,At-Risk Customers
1357,90799,31,33.10476047909229,3870.1653321541767,3,4,4,11,loyal_customer,3,6,Promissing
1358,90836,5,32.37706939260467,1677.7553414867396,4,4,4,12,champion,1,6,Promissing
1359,90845,32,13.49877883882852,1187.5369985693037,3,3,4,10,loyal_customer,3,6,Promissing
1360,90930,244,3.7096542403184722,33.707136821922305,1,1,1,3,almost_lost,0,0,Hibernating
1361,90964,247,2.766242784628205,73.6585794803868,1,1,2,4,hibernating,2,0,Hibernating
1362,90983,245,4.608831366968,11.605233229876305,1,1,1,3,almost_lost,0,0,Hibernating
1363,91022,43,16.813803939760472,365.4925884386529,3,3,3,9,promising,5,6,Promissing
1364,91068,65,15.328468844839051,83.02117683021466,3,3,2,8,promising,5,1,At-Risk Customers
1365,91097,60,8.590086329132141,307.83532286037894,3,2,3,8,promising,5,1,At-Risk Customers
1366,91109,61,6.598080791599376,68.98622357020685,3,2,2,7,need_attention,4,1,At-Risk Customers
1367,91160,79,9.520619149012806,146.90319596397396,2,3,2,7,need_attention,4,1,At-Risk Customers
1368,91195,115,1.8946471968546803,61.72109074620181,2,1,2,5,hibernating,2,1,At-Risk Customers
1369,91220,2,9.56040019172976,466.5415653262095,4,3,3,10,loyal_customer,3,6,Promissing
1370,91222,3,33.87789043791875,2007.8766352182565,4,4,4,12,champion,1,6,Promissing
1371,91256,243,0.935600954982796,0.6118504741135258,1,1,1,3,almost_lost,0,0,Hibernating
1372,91257,186,22.358007638452936,1113.7684666076361,2,4,4,10,loyal_customer,3,4,Need Attention
1373,91285,3,0.999178532360351,31.115618942580326,4,1,1,6,need_attention,4,6,Promissing
1374,91292,47,33.90517603241361,1158.9526826168278,3,4,4,11,loyal_customer,3,6,Promissing
1375,91328,68,4.861258041677986,149.8909847460653,3,2,2,7,need_attention,4,1,At-Risk Customers
1376,91334,80,6.72223075488484,38.790778538851846,2,2,1,5,hibernating,2,1,At-Risk Customers
1377,91338,95,4.657133903567221,58.72809404565112,2,2,2,6,need_attention,4,1,At-Risk Customers
1378,91392,35,115.81253124318673,3783.8442835840287,3,4,4,11,loyal_customer,3,6,Promissing
1379,91471,208,4.661373601787034,24.698890995942662,1,2,1,4,hibernating,2,4,Need Attention
1380,91474,32,34.53148797288179,1462.513701375219,3,4,4,11,loyal_customer,3,6,Promissing
1381,91479,212,4.660735560986963,46.6467778777202,1,2,1,4,hibernating,2,4,Need Attention
1382,91540,33,48.442779450151335,616.3497901766606,3,4,3,10,loyal_customer,3,6,Promissing
1383,91561,70,3.735550414188119,9.004707811027119,2,1,1,4,hibernating,2,1,At-Risk Customers
1384,91621,13,21.828955923443196,1393.9527402236517,4,4,4,12,champion,1,6,Promissing
1385,91805,99,5.694602442845513,80.04825895610676,2,2,2,6,need_attention,4,1,At-Risk Customers
1386,91976,116,3.803575113803041,131.23607189944104,2,1,2,5,hibernating,2,1,At-Risk Customers
1387,91991,230,11.130951468566469,1238.0564574836017,1,3,4,8,promising,5,4,Need Attention
1388,91993,190,3.7431971128270773,48.36192314140926,2,1,1,4,hibernating,2,4,Need Attention
1389,92051,241,0.9361136832623242,8.742595980616814,1,1,1,3,almost_lost,0,0,Hibernating
1390,92061,67,3.82724802299823,16.264363034520073,3,1,1,5,hibernating,2,1,At-Risk Customers
1391,92065,160,1.8837905576761782,1.9597170148971068,2,1,1,4,hibernating,2,4,Need Attention
1392,92118,62,6.602519668447738,293.7156376718939,3,2,3,8,promising,5,1,At-Risk Customers
1393,92190,284,1.8359699862029322,57.22767835044,1,1,2,4,hibernating,2,0,Hibernating
1394,92365,213,4.662774110716034,51.64781597182257,1,2,1,4,hibernating,2,4,Need Attention
1395,92506,113,2.874612776998628,50.14019135641521,2,1,1,4,hibernating,2,1,At-Risk Customers
1396,92528,6,17.172840204895888,142.73674583576567,4,3,2,9,promising,5,6,Promissing
1397,92562,228,0.9394532729859494,7.899039720794422,1,1,1,3,almost_lost,0,4,Need Attention
1398,92612,13,63.66657336855957,1976.7706186480773,4,4,4,12,champion,1,6,Promissing
1399,92640,159,8.351298376068968,121.18655568993354,2,2,2,6,need_attention,4,4,Need Attention
1400,92664,86,6.623497836799122,327.21060823775775,2,2,3,7,need_attention,4,1,At-Risk Customers
1401,92679,95,5.714662001178958,204.81549679117896,2,2,2,6,need_attention,4,1,At-Risk Customers
1402,92705,219,4.641944259158032,112.8712489262001,1,2,2,5,hibernating,2,4,Need Attention
1403,92771,219,4.636264746508362,210.82018485632426,1,2,2,5,hibernating,2,4,Need Attention
1404,92791,222,7.393382315831348,44.09196699587598,1,2,1,4,hibernating,2,4,Need Attention
1405,92810,82,9.56106285258403,97.16177942981803,2,3,2,7,need_attention,4,1,At-Risk Customers
1406,92903,216,2.7893086860992558,74.73187725389994,1,1,2,4,hibernating,2,4,Need Attention
1407,92965,4,5.810505895816421,61.24556185619302,4,2,2,8,promising,5,6,Promissing
1408,93010,310,2.734496714553181,0.7896938721001732,1,1,1,3,almost_lost,0,0,Hibernating
1409,93065,6,21.107527129195002,163.87437832894352,4,3,2,9,promising,5,6,Promissing
1410,93080,256,2.772335773175263,426.18424482680564,1,1,3,5,hibernating,2,0,Hibernating
1411,93108,78,17.787638654146132,1147.5863480899106,2,3,4,9,promising,5,1,At-Risk Customers
1412,93128,256,3.6888432172889,47.62374435081907,1,1,1,3,almost_lost,0,0,Hibernating
1413,93157,209,5.596589199992845,57.78823982288703,1,2,2,5,hibernating,2,4,Need Attention
1414,93179,207,4.634935468876481,109.39781838406205,1,2,2,5,hibernating,2,4,Need Attention
1415,93193,212,4.632277166901957,98.18280805747479,1,2,2,5,hibernating,2,4,Need Attention
1416,93237,341,1.8166601280716088,1.656704885692775,1,1,1,3,almost_lost,0,0,Hibernating
1417,93256,0,19.33278755379967,520.1344835188825,4,3,3,10,loyal_customer,3,6,Promissing
1418,93363,65,15.285391202980682,205.84157019819162,3,3,2,8,promising,5,1,At-Risk Customers
1419,93373,3,44.8836590286683,1120.6640550440047,4,4,4,12,champion,1,6,Promissing
1420,93379,70,3.817950403793878,36.46471302246651,2,1,1,4,hibernating,2,1,At-Risk Customers
1421,93500,107,5.623779195651378,253.84428561200934,2,2,3,7,need_attention,4,1,At-Risk Customers
1422,93572,260,2.770214367586318,37.773039777069414,1,1,1,3,almost_lost,0,0,Hibernating
1423,93663,39,16.325818676254656,3080.359050287564,3,3,4,10,loyal_customer,3,6,Promissing
1424,93693,102,5.631820190459202,25.37021237713725,2,2,1,5,hibernating,2,1,At-Risk Customers
1425,93703,17,36.13478995284334,1724.6963050814632,3,4,4,11,loyal_customer,3,6,Promissing
1426,93721,0,47.40110262567119,1709.066080254595,4,4,4,12,champion,1,6,Promissing
1427,93954,214,3.703901508507466,12.977363001160262,1,1,1,3,almost_lost,0,4,Need Attention
1428,93979,6,10.495030629453765,212.70004467371436,4,3,2,9,promising,5,6,Promissing
1429,94004,10,92.52149726121178,1381.7176883652323,4,4,4,12,champion,1,6,Promissing
1430,94105,31,263.0691847263316,10762.760573664997,3,4,4,11,loyal_customer,3,5,Promissing
1431,94179,25,7.595460138605341,1483.433330424061,3,2,4,9,promising,5,6,Promissing
1432,94189,101,3.784047433175646,1019.8857808723244,2,1,4,7,need_attention,4,1,At-Risk Customers
1433,94222,196,3.686181817501779,93.04245254821237,1,1,2,4,hibernating,2,4,Need Attention
1434,94266,186,15.768391253694357,196.8394659671759,2,3,2,7,need_attention,4,4,Need Attention
1435,94272,2,22.39177000139488,510.0670921918249,4,4,3,11,loyal_customer,3,6,Promissing
1436,94308,191,2.79115888467756,1.1303117897255996,2,1,1,4,hibernating,2,4,Need Attention
1437,94343,220,3.713917148464961,46.74294696586232,1,1,1,3,almost_lost,0,4,Need Attention
1438,94462,123,10.384978745365611,139.73093264363305,2,3,2,7,need_attention,4,1,At-Risk Customers
1439,94489,1,27.70530053414064,1625.4211696097682,4,4,4,12,champion,1,6,Promissing
1440,94571,0,27.811432908796053,143.6509734061649,4,4,2,10,loyal_customer,3,6,Promissing
1441,94607,199,4.652713150276657,72.13622962215949,1,2,2,5,hibernating,2,4,Need Attention
1442,94680,233,10.146434362221273,165.4237542634475,1,3,2,6,need_attention,4,4,Need Attention
1443,94736,31,21.65978009262504,635.6882745339151,3,4,3,10,loyal_customer,3,6,Promissing
1444,95093,11,66.36617235728659,4113.472642951009,4,4,4,12,champion,1,6,Promissing
1445,95097,201,2.801655490509941,1.1867344832653304,1,1,1,3,almost_lost,0,4,Need Attention
1446,95102,244,4.6168738723338825,497.8399888599343,1,1,3,5,hibernating,2,0,Hibernating
1447,95142,69,10.489548066375152,98.73304448623874,2,3,2,7,need_attention,4,1,At-Risk Customers
1448,95158,3,12.630225154492424,303.92357874429484,4,3,3,10,loyal_customer,3,6,Promissing
1449,95259,208,1.8827817900218484,26.211457280248364,1,1,1,3,almost_lost,0,4,Need Attention
1450,95273,208,1.8649633867650508,15.72838848843284,1,1,1,3,almost_lost,0,4,Need Attention
1451,95362,66,4.787136214197491,76.4616775579645,3,2,2,7,need_attention,4,1,At-Risk Customers
1452,95370,188,9.293587430951476,134.88876571365324,2,3,2,7,need_attention,4,4,Need Attention
1453,95484,32,16.989579080732238,3599.9587555995868,3,3,4,10,loyal_customer,3,6,Promissing
1454,95660,0,79.20822845665938,1225.0982135005179,4,4,4,12,champion,1,6,Promissing
1455,95817,37,22.404613551726598,1575.280111839566,3,4,4,11,loyal_customer,3,6,Promissing
1456,95829,224,5.51435971980655,23.479307183014942,1,2,1,4,hibernating,2,4,Need Attention
1457,95857,268,1.8525948700081765,3.312293662051911,1,1,1,3,almost_lost,0,0,Hibernating
1458,95879,95,4.714950734620935,119.20062693700993,2,2,2,6,need_attention,4,1,At-Risk Customers
1459,95904,73,9.476524443429243,134.54491627671865,2,3,2,7,need_attention,4,1,At-Risk Customers
1460,95922,83,5.690582658238621,645.4994089847208,2,2,3,7,need_attention,4,1,At-Risk Customers
1461,95934,186,13.0091959640658,96.96703531766599,2,3,2,7,need_attention,4,4,Need Attention
1462,95940,8,13.073429200012507,621.086121722227,4,3,3,10,loyal_customer,3,6,Promissing
1463,96025,289,1.8439823268108113,1.63839425165451,1,1,1,3,almost_lost,0,0,Hibernating
1464,96061,4,15.44637981839686,325.9867450984154,4,3,3,10,loyal_customer,3,6,Promissing
1465,96228,62,13.184326800388742,789.5154954024966,3,3,3,9,promising,5,1,At-Risk Customers
1466,96262,201,2.7985119913066554,82.76367052348834,1,1,2,4,hibernating,2,4,Need Attention
1467,96333,194,5.588980172825224,1733.4251680826883,2,2,4,8,promising,5,4,Need Attention
1468,96345,0,892.2153979485385,39946.12425544056,4,4,4,12,champion,1,2,Loyal Customers
1469,96402,67,5.688709344484405,53.672516895418106,3,2,1,6,need_attention,4,1,At-Risk Customers
1470,96435,213,2.821470925705782,37.38458155842495,1,1,1,3,almost_lost,0,4,Need Attention
1471,96458,214,4.618535927837147,109.75114267747875,1,1,2,4,hibernating,2,4,Need Attention
1472,96483,209,1.8584232954432376,2.106084086522289,1,1,1,3,almost_lost,0,4,Need Attention
1473,96516,74,7.75076041909535,825.4974891578054,2,2,3,7,need_attention,4,1,At-Risk Customers
1474,96531,32,10.494829023162065,392.3843296374961,3,3,3,9,promising,5,6,Promissing
1475,96574,187,5.602694873107939,95.8194741778816,2,2,2,6,need_attention,4,4,Need Attention
1476,96685,215,2.762708107627043,36.38463630384734,1,1,1,3,almost_lost,0,4,Need Attention
1477,96699,17,37.41399656005885,1688.1310064932263,3,4,4,11,loyal_customer,3,6,Promissing
1478,96758,198,1.8693210686048687,57.24277413692726,1,1,2,4,hibernating,2,4,Need Attention
1479,96863,68,6.686982048177341,23.26519612948202,3,2,1,6,need_attention,4,1,At-Risk Customers
1480,96866,81,9.517828333664761,74.7524463781737,2,3,2,7,need_attention,4,1,At-Risk Customers
1481,96871,0,28.930136895532907,945.4139208233012,4,4,4,12,champion,1,6,Promissing
1482,96900,298,2.742001317302063,146.29665458354629,1,1,2,4,hibernating,2,0,Hibernating
1483,96932,206,3.7418138546296515,30.62237620990267,1,1,1,3,almost_lost,0,4,Need Attention
1484,96934,62,14.981060429482717,439.295752429332,3,3,3,9,promising,5,1,At-Risk Customers
1485,97017,62,9.528295815381625,28.012678511220177,3,3,1,7,need_attention,4,1,At-Risk Customers
1486,97043,96,7.596946609006897,93.06123894733118,2,2,2,6,need_attention,4,1,At-Risk Customers
1487,97048,69,1.8901004306643654,10.015640619193691,2,1,1,4,hibernating,2,1,At-Risk Customers
1488,97108,24,10.413510812695634,120.79372967703824,3,3,2,8,promising,5,6,Promissing
1489,97141,41,2.8941029690737015,4.370120638809442,3,1,1,5,hibernating,2,6,Promissing
